name;size_kb;item_type;date_modified_long;date_modified_short;date_taken;date_taken_year;date_taken_month;date_taken_day;date_taken_hour;date_taken_minute;length;minutos_totales;camera_model;dimensions;camera_maker;file_extension;horizontal_resolution_dpi;vertical_resolution_dpi;width_pixels;height_pixels;area_px_cuadrado;area_m2;source
IMG_20200713_121656479.jpg;3.540;JPG File;13/7/2020 12:16;13/7/2020;13/7/2020 12:16;2020;7;13;12;16;0;0;Moto Z2 Play;3024 x 4032;motorola;.jpg;72;72;3024;4032;12192768;0,85;Camara personal
IMG_20200713_121821144.jpg;3.284;JPG File;13/7/2020 12:18;13/7/2020;13/7/2020 12:18;2020;7;13;12;18;0;0;Moto Z2 Play;3024 x 4032;motorola;.jpg;72;72;3024;4032;12192768;0,85;Camara personal
IMG_20200713_121822968.jpg;3.303;JPG File;13/7/2020 12:18;13/7/2020;13/7/2020 12:18;2020;7;13;12;18;0;0;Moto Z2 Play;3024 x 4032;motorola;.jpg;72;72;3024;4032;12192768;0,85;Camara personal
IMG_20201220_150741359_BURST000_COVER_TOP.jpg;4.160;JPG File;20/12/2020 15:07;20/12/2020;20/12/2020 15:07;2020;12;20;15;7;0;0;Moto Z2 Play;3024 x 4032;motorola;.jpg;72;72;3024;4032;12192768;0,85;Camara personal
IMG_20201220_150741359_BURST001.jpg;4.178;JPG File;20/12/2020 15:07;20/12/2020;20/12/2020 15:07;2020;12;20;15;7;0;0;Moto Z2 Play;3024 x 4032;motorola;.jpg;72;72;3024;4032;12192768;0,85;Camara personal
IMG_20201220_150746314_BURST000_COVER_TOP.jpg;3.644;JPG File;20/12/2020 15:07;20/12/2020;20/12/2020 15:07;2020;12;20;15;7;0;0;Moto Z2 Play;3024 x 4032;motorola;.jpg;72;72;3024;4032;12192768;0,85;Camara personal
IMG_20201220_150746314_BURST001.jpg;3.638;JPG File;20/12/2020 15:07;20/12/2020;20/12/2020 15:07;2020;12;20;15;7;0;0;Moto Z2 Play;3024 x 4032;motorola;.jpg;72;72;3024;4032;12192768;0,85;Camara personal
IMG_20201220_150818434.jpg;2.832;JPG File;20/12/2020 15:08;20/12/2020;20/12/2020 15:08;2020;12;20;15;8;0;0;Moto Z2 Play;3024 x 4032;motorola;.jpg;72;72;3024;4032;12192768;0,85;Camara personal
IMG_20201220_150835246.jpg;3.368;JPG File;20/12/2020 15:08;20/12/2020;20/12/2020 15:08;2020;12;20;15;8;0;0;Moto Z2 Play;3024 x 4032;motorola;.jpg;72;72;3024;4032;12192768;0,85;Camara personal
IMG_20210106_200416863.jpg;3.595;JPG File;6/1/2021 20:04;6/1/2021;6/1/2021 20:04;2021;1;6;20;4;0;0;Moto Z2 Play;3024 x 4032;motorola;.jpg;72;72;3024;4032;12192768;0,85;Camara personal
IMG_20210117_131209646.jpg;2.956;JPG File;17/1/2021 13:12;17/1/2021;17/1/2021 13:12;2021;1;17;13;12;0;0;Moto Z2 Play;3024 x 4032;motorola;.jpg;72;72;3024;4032;12192768;0,85;Camara personal
IMG_20210117_131212653.jpg;2.923;JPG File;17/1/2021 13:12;17/1/2021;17/1/2021 13:12;2021;1;17;13;12;0;0;Moto Z2 Play;3024 x 4032;motorola;.jpg;72;72;3024;4032;12192768;0,85;Camara personal
IMG_20210117_131215544.jpg;2.911;JPG File;17/1/2021 13:12;17/1/2021;17/1/2021 13:12;2021;1;17;13;12;0;0;Moto Z2 Play;3024 x 4032;motorola;.jpg;72;72;3024;4032;12192768;0,85;Camara personal
IMG_20210117_131216745.jpg;2.938;JPG File;17/1/2021 13:12;17/1/2021;17/1/2021 13:12;2021;1;17;13;12;0;0;Moto Z2 Play;3024 x 4032;motorola;.jpg;72;72;3024;4032;12192768;0,85;Camara personal
IMG_20210117_131218182.jpg;2.917;JPG File;17/1/2021 13:12;17/1/2021;17/1/2021 13:12;2021;1;17;13;12;0;0;Moto Z2 Play;3024 x 4032;motorola;.jpg;72;72;3024;4032;12192768;0,85;Camara personal
IMG_20210117_131220078.jpg;2.901;JPG File;17/1/2021 13:12;17/1/2021;17/1/2021 13:12;2021;1;17;13;12;0;0;Moto Z2 Play;3024 x 4032;motorola;.jpg;72;72;3024;4032;12192768;0,85;Camara personal
IMG_20210117_131240279_BURST000_COVER_TOP.jpg;2.608;JPG File;17/1/2021 13:12;17/1/2021;17/1/2021 13:12;2021;1;17;13;12;0;0;Moto Z2 Play;3024 x 4032;motorola;.jpg;72;72;3024;4032;12192768;0,85;Camara personal
IMG_20210117_131240279_BURST001.jpg;2.572;JPG File;17/1/2021 13:12;17/1/2021;17/1/2021 13:12;2021;1;17;13;12;0;0;Moto Z2 Play;3024 x 4032;motorola;.jpg;72;72;3024;4032;12192768;0,85;Camara personal
IMG_20210117_131241276.jpg;2.596;JPG File;17/1/2021 13:12;17/1/2021;17/1/2021 13:12;2021;1;17;13;12;0;0;Moto Z2 Play;3024 x 4032;motorola;.jpg;72;72;3024;4032;12192768;0,85;Camara personal
IMG_20210117_131242272.jpg;2.580;JPG File;17/1/2021 13:12;17/1/2021;17/1/2021 13:12;2021;1;17;13;12;0;0;Moto Z2 Play;3024 x 4032;motorola;.jpg;72;72;3024;4032;12192768;0,85;Camara personal
IMG_20210117_131243476.jpg;2.601;JPG File;17/1/2021 13:12;17/1/2021;17/1/2021 13:12;2021;1;17;13;12;0;0;Moto Z2 Play;3024 x 4032;motorola;.jpg;72;72;3024;4032;12192768;0,85;Camara personal
IMG_20210117_131244872.jpg;2.620;JPG File;17/1/2021 13:12;17/1/2021;17/1/2021 13:12;2021;1;17;13;12;0;0;Moto Z2 Play;3024 x 4032;motorola;.jpg;72;72;3024;4032;12192768;0,85;Camara personal
IMG_20210206_143718551.jpg;4.397;JPG File;6/2/2021 14:37;6/2/2021;6/2/2021 14:37;2021;2;6;14;37;0;0;Moto Z2 Play;3024 x 4032;motorola;.jpg;72;72;3024;4032;12192768;0,85;Camara personal
IMG_20210206_143722647.jpg;3.816;JPG File;6/2/2021 14:37;6/2/2021;6/2/2021 14:37;2021;2;6;14;37;0;0;Moto Z2 Play;3024 x 4032;motorola;.jpg;72;72;3024;4032;12192768;0,85;Camara personal
IMG_20210206_143727319.jpg;3.890;JPG File;6/2/2021 14:37;6/2/2021;6/2/2021 14:37;2021;2;6;14;37;0;0;Moto Z2 Play;3024 x 4032;motorola;.jpg;72;72;3024;4032;12192768;0,85;Camara personal
IMG_20210206_143738678.jpg;4.033;JPG File;6/2/2021 14:37;6/2/2021;6/2/2021 14:37;2021;2;6;14;37;0;0;Moto Z2 Play;3024 x 4032;motorola;.jpg;72;72;3024;4032;12192768;0,85;Camara personal
IMG_20210206_143745991.jpg;3.478;JPG File;6/2/2021 14:37;6/2/2021;6/2/2021 14:37;2021;2;6;14;37;0;0;Moto Z2 Play;3024 x 4032;motorola;.jpg;72;72;3024;4032;12192768;0,85;Camara personal
IMG_20210206_143755179.jpg;3.763;JPG File;6/2/2021 14:37;6/2/2021;6/2/2021 14:37;2021;2;6;14;37;0;0;Moto Z2 Play;3024 x 4032;motorola;.jpg;72;72;3024;4032;12192768;0,85;Camara personal
IMG_20210206_143802468_BURST000_COVER_TOP.jpg;3.242;JPG File;6/2/2021 14:38;6/2/2021;6/2/2021 14:38;2021;2;6;14;38;0;0;Moto Z2 Play;3024 x 4032;motorola;.jpg;72;72;3024;4032;12192768;0,85;Camara personal
IMG_20210206_143802468_BURST001.jpg;3.258;JPG File;6/2/2021 14:38;6/2/2021;6/2/2021 14:38;2021;2;6;14;38;0;0;Moto Z2 Play;3024 x 4032;motorola;.jpg;72;72;3024;4032;12192768;0,85;Camara personal
IMG_20210206_143806152.jpg;3.166;JPG File;6/2/2021 14:38;6/2/2021;6/2/2021 14:38;2021;2;6;14;38;0;0;Moto Z2 Play;3024 x 4032;motorola;.jpg;72;72;3024;4032;12192768;0,85;Camara personal
IMG_20210425_112730726.jpg;3.730;JPG File;25/4/2021 11:27;25/4/2021;25/4/2021 11:27;2021;4;25;11;27;0;0;Moto Z2 Play;3024 x 4032;motorola;.jpg;72;72;3024;4032;12192768;0,85;Camara personal
IMG_20210425_112733148.jpg;3.757;JPG File;25/4/2021 11:27;25/4/2021;25/4/2021 11:27;2021;4;25;11;27;0;0;Moto Z2 Play;3024 x 4032;motorola;.jpg;72;72;3024;4032;12192768;0,85;Camara personal
IMG_20210425_113108157.jpg;3.534;JPG File;25/4/2021 11:31;25/4/2021;25/4/2021 11:31;2021;4;25;11;31;0;0;Moto Z2 Play;3024 x 4032;motorola;.jpg;72;72;3024;4032;12192768;0,85;Camara personal
IMG_20210425_113109929.jpg;3.524;JPG File;25/4/2021 11:31;25/4/2021;25/4/2021 11:31;2021;4;25;11;31;0;0;Moto Z2 Play;3024 x 4032;motorola;.jpg;72;72;3024;4032;12192768;0,85;Camara personal
IMG_20210425_113113127.jpg;3.654;JPG File;25/4/2021 11:31;25/4/2021;25/4/2021 11:31;2021;4;25;11;31;0;0;Moto Z2 Play;3024 x 4032;motorola;.jpg;72;72;3024;4032;12192768;0,85;Camara personal
IMG_20210620_123305652.jpg;4.229;JPG File;20/6/2021 12:33;20/6/2021;20/6/2021 12:33;2021;6;20;12;33;0;0;Moto Z2 Play;3024 x 4032;motorola;.jpg;72;72;3024;4032;12192768;0,85;Camara personal
IMG_20210620_123310485.jpg;4.010;JPG File;20/6/2021 12:33;20/6/2021;20/6/2021 12:33;2021;6;20;12;33;0;0;Moto Z2 Play;3024 x 4032;motorola;.jpg;72;72;3024;4032;12192768;0,85;Camara personal
IMG_20210620_123339261.jpg;4.393;JPG File;20/6/2021 12:33;20/6/2021;20/6/2021 12:33;2021;6;20;12;33;0;0;Moto Z2 Play;3024 x 4032;motorola;.jpg;72;72;3024;4032;12192768;0,85;Camara personal
IMG_20210620_123341392.jpg;4.199;JPG File;20/6/2021 12:33;20/6/2021;20/6/2021 12:33;2021;6;20;12;33;0;0;Moto Z2 Play;3024 x 4032;motorola;.jpg;72;72;3024;4032;12192768;0,85;Camara personal
IMG_20210620_123343464.jpg;3.897;JPG File;20/6/2021 12:33;20/6/2021;20/6/2021 12:33;2021;6;20;12;33;0;0;Moto Z2 Play;3024 x 4032;motorola;.jpg;72;72;3024;4032;12192768;0,85;Camara personal
IMG_20210711_141311463.jpg;4.107;JPG File;11/7/2021 14:13;11/7/2021;11/7/2021 14:13;2021;7;11;14;13;0;0;Moto Z2 Play;3024 x 4032;motorola;.jpg;72;72;3024;4032;12192768;0,85;Camara personal
IMG_20210711_141313880_BURST000_COVER_TOP.jpg;4.136;JPG File;11/7/2021 14:13;11/7/2021;11/7/2021 14:13;2021;7;11;14;13;0;0;Moto Z2 Play;3024 x 4032;motorola;.jpg;72;72;3024;4032;12192768;0,85;Camara personal
IMG_20210711_141313880_BURST001.jpg;4.101;JPG File;11/7/2021 14:13;11/7/2021;11/7/2021 14:13;2021;7;11;14;13;0;0;Moto Z2 Play;3024 x 4032;motorola;.jpg;72;72;3024;4032;12192768;0,85;Camara personal
IMG_20210711_141323832.jpg;4.355;JPG File;11/7/2021 14:13;11/7/2021;11/7/2021 14:13;2021;7;11;14;13;0;0;Moto Z2 Play;3024 x 4032;motorola;.jpg;72;72;3024;4032;12192768;0,85;Camara personal
IMG_20210711_141325954.jpg;4.225;JPG File;11/7/2021 14:13;11/7/2021;11/7/2021 14:13;2021;7;11;14;13;0;0;Moto Z2 Play;3024 x 4032;motorola;.jpg;72;72;3024;4032;12192768;0,85;Camara personal
IMG_20210711_141327558.jpg;4.166;JPG File;11/7/2021 14:13;11/7/2021;11/7/2021 14:13;2021;7;11;14;13;0;0;Moto Z2 Play;3024 x 4032;motorola;.jpg;72;72;3024;4032;12192768;0,85;Camara personal
IMG_20210711_141329121.jpg;4.107;JPG File;11/7/2021 14:13;11/7/2021;11/7/2021 14:13;2021;7;11;14;13;0;0;Moto Z2 Play;3024 x 4032;motorola;.jpg;72;72;3024;4032;12192768;0,85;Camara personal
IMG_20210711_141331550_BURST000_COVER_TOP.jpg;4.601;JPG File;11/7/2021 14:13;11/7/2021;11/7/2021 14:13;2021;7;11;14;13;0;0;Moto Z2 Play;3024 x 4032;motorola;.jpg;72;72;3024;4032;12192768;0,85;Camara personal
IMG_20210711_141331550_BURST001.jpg;4.469;JPG File;11/7/2021 14:13;11/7/2021;11/7/2021 14:13;2021;7;11;14;13;0;0;Moto Z2 Play;3024 x 4032;motorola;.jpg;72;72;3024;4032;12192768;0,85;Camara personal
IMG_20210711_141336926_BURST000_COVER_TOP.jpg;4.362;JPG File;11/7/2021 14:13;11/7/2021;11/7/2021 14:13;2021;7;11;14;13;0;0;Moto Z2 Play;3024 x 4032;motorola;.jpg;72;72;3024;4032;12192768;0,85;Camara personal
IMG_20210711_141336926_BURST001.jpg;4.198;JPG File;11/7/2021 14:13;11/7/2021;11/7/2021 14:13;2021;7;11;14;13;0;0;Moto Z2 Play;3024 x 4032;motorola;.jpg;72;72;3024;4032;12192768;0,85;Camara personal
IMG_20201220_153420599.jpg;2.981;JPG File;20/12/2020 15:34;20/12/2020;20/12/2020 15:34;2020;12;20;15;34;0;0;Moto Z2 Play;4032 x 2268;motorola;.jpg;72;72;4032;2268;9144576;0,64;Camara personal
IMG_20201220_153421379.jpg;2.942;JPG File;20/12/2020 15:34;20/12/2020;20/12/2020 15:34;2020;12;20;15;34;0;0;Moto Z2 Play;4032 x 2268;motorola;.jpg;72;72;4032;2268;9144576;0,64;Camara personal
IMG_20201220_153426438.jpg;3.094;JPG File;20/12/2020 15:34;20/12/2020;20/12/2020 15:34;2020;12;20;15;34;0;0;Moto Z2 Play;4032 x 2268;motorola;.jpg;72;72;4032;2268;9144576;0,64;Camara personal
IMG-20210617-WA0018.jpeg;4.509;JPEG File;17/6/2021 13:06;17/6/2021;17/6/2021 13:06;2021;6;17;13;6;0;0;Moto Z2 Play;2160 x 3840;motorola;.jpeg;72;72;2160;3840;8294400;0,58;Whastapp
IMG-20210617-WA0020.jpeg;3.942;JPEG File;17/6/2021 13:07;17/6/2021;17/6/2021 13:07;2021;6;17;13;7;0;0;Moto Z2 Play;2160 x 3840;motorola;.jpeg;72;72;2160;3840;8294400;0,58;Whastapp
IMG-20210617-WA0022.jpeg;4.052;JPEG File;17/6/2021 14:06;17/6/2021;17/6/2021 14:06;2021;6;17;14;6;0;0;Moto Z2 Play;2160 x 3840;motorola;.jpeg;72;72;2160;3840;8294400;0,58;Whastapp
IMG_20210328_141447078.jpg;1.879;JPG File;28/3/2021 14:14;28/3/2021;28/3/2021 14:14;2021;3;28;14;14;0;0;Moto Z2 Play;2592 x 1944;motorola;.jpg;72;72;2592;1944;5038848;0,35;Camara personal
IMG_20210328_141453509.jpg;1.903;JPG File;28/3/2021 14:14;28/3/2021;28/3/2021 14:14;2021;3;28;14;14;0;0;Moto Z2 Play;2592 x 1944;motorola;.jpg;72;72;2592;1944;5038848;0,35;Camara personal
IMG-20210117-WA0005.jpeg;2.107;JPEG File;17/1/2021 10:55;17/1/2021;17/1/2021 10:55;2021;1;17;10;55;0;0;Moto Z2 Play;1080 x 1920;motorola;.jpeg;72;72;1080;1920;2073600;0,15;Whastapp
IMG-20210710-WA0013.jpg;164;JPG File;10/7/2021 20:16;10/7/2021;10/7/2021 20:16;2021;7;10;20;16;0;0;S7 Edge;1200 x 1600;samsung;.jpg;96;96;1200;1600;1920000;0,13;Whastapp
IMG-20210718-WA0002.jpg;99;JPG File;18/7/2021 10:47;18/7/2021;18/7/2021 10:47;2021;7;18;10;47;0;0;S7 Edge;1200 x 1600;samsung;.jpg;96;96;1200;1600;1920000;0,13;Whastapp
IMG-20210711-WA0044.jpg;290;JPG File;11/7/2021 16:12;11/7/2021;11/7/2021 16:12;2021;7;11;16;12;0;0;S7 Edge;1200 x 1599;samsung;.jpg;96;96;1200;1599;1918800;0,13;Whastapp
IMG-20210711-WA0045.jpg;345;JPG File;11/7/2021 16:12;11/7/2021;11/7/2021 16:12;2021;7;11;16;12;0;0;S7 Edge;1200 x 1599;samsung;.jpg;96;96;1200;1599;1918800;0,13;Whastapp
IMG-20210712-WA0041.jpg;96;JPG File;12/7/2021 20:14;12/7/2021;12/7/2021 20:14;2021;7;12;20;14;0;0;S7 Edge;900 x 1600;samsung;.jpg;96;96;900;1600;1440000;0,10;Whastapp
IMG-20210123-WA0016.jpg;66;JPG File;23/1/2021 12:17;23/1/2021;23/1/2021 12:17;2021;1;23;12;17;0;0;S7 Edge;1069 x 1280;samsung;.jpg;96;96;1069;1280;1368320;0,10;Whastapp
IMG-20210201-WA0016.jpg;80;JPG File;1/2/2021 17:04;1/2/2021;1/2/2021 17:04;2021;2;1;17;4;0;0;S7 Edge;1037 x 1280;samsung;.jpg;96;96;1037;1280;1327360;0,09;Whastapp
IMG-20201003-WA0001.jpg;129;JPG File;3/10/2020 10:34;3/10/2020;3/10/2020 10:34;2020;10;3;10;34;0;0;S7 Edge;1023 x 1280;samsung;.jpg;96;96;1023;1280;1309440;0,09;Whastapp
IMG-20200711-WA0059.jpg;85;JPG File;11/7/2020 22:11;11/7/2020;11/7/2020 22:11;2020;7;11;22;11;0;0;S7 Edge;960 x 1280;samsung;.jpg;96;96;960;1280;1228800;0,09;Whastapp
IMG-20200711-WA0066.jpg;71;JPG File;11/7/2020 22:25;11/7/2020;11/7/2020 22:25;2020;7;11;22;25;0;0;S7 Edge;960 x 1280;samsung;.jpg;96;96;960;1280;1228800;0,09;Whastapp
IMG-20200712-WA0012.jpg;104;JPG File;12/7/2020 13:11;12/7/2020;12/7/2020 13:11;2020;7;12;13;11;0;0;S7 Edge;960 x 1280;samsung;.jpg;96;96;960;1280;1228800;0,09;Whastapp
IMG-20200712-WA0070.jpg;96;JPG File;12/7/2020 22:54;12/7/2020;12/7/2020 22:54;2020;7;12;22;54;0;0;S7 Edge;960 x 1280;samsung;.jpg;96;96;960;1280;1228800;0,09;Whastapp
IMG-20200714-WA0009.jpg;86;JPG File;14/7/2020 12:22;14/7/2020;14/7/2020 12:22;2020;7;14;12;22;0;0;S7 Edge;960 x 1280;samsung;.jpg;96;96;960;1280;1228800;0,09;Whastapp
IMG-20200715-WA0028.jpg;107;JPG File;15/7/2020 13:02;15/7/2020;15/7/2020 13:02;2020;7;15;13;2;0;0;S7 Edge;1280 x 960;samsung;.jpg;96;96;1280;960;1228800;0,09;Whastapp
IMG-20200716-WA0019.jpg;100;JPG File;16/7/2020 13:12;16/7/2020;16/7/2020 13:12;2020;7;16;13;12;0;0;S7 Edge;960 x 1280;samsung;.jpg;96;96;960;1280;1228800;0,09;Whastapp
IMG-20200716-WA0020.jpg;109;JPG File;16/7/2020 13:12;16/7/2020;16/7/2020 13:12;2020;7;16;13;12;0;0;S7 Edge;960 x 1280;samsung;.jpg;96;96;960;1280;1228800;0,09;Whastapp
IMG-20200716-WA0021.jpg;82;JPG File;16/7/2020 13:12;16/7/2020;16/7/2020 13:12;2020;7;16;13;12;0;0;S7 Edge;960 x 1280;samsung;.jpg;96;96;960;1280;1228800;0,09;Whastapp
IMG-20200717-WA0008.jpg;111;JPG File;17/7/2020 11:21;17/7/2020;17/7/2020 11:21;2020;7;17;11;21;0;0;S7 Edge;960 x 1280;samsung;.jpg;96;96;960;1280;1228800;0,09;Whastapp
IMG-20200718-WA0031.jpg;135;JPG File;18/7/2020 12:32;18/7/2020;18/7/2020 12:32;2020;7;18;12;32;0;0;S7 Edge;960 x 1280;samsung;.jpg;96;96;960;1280;1228800;0,09;Whastapp
IMG-20200718-WA0051.jpg;116;JPG File;18/7/2020 15:53;18/7/2020;18/7/2020 15:53;2020;7;18;15;53;0;0;S7 Edge;960 x 1280;samsung;.jpg;96;96;960;1280;1228800;0,09;Whastapp
IMG-20200718-WA0064.jpg;99;JPG File;18/7/2020 18:01;18/7/2020;18/7/2020 18:01;2020;7;18;18;1;0;0;S7 Edge;960 x 1280;samsung;.jpg;96;96;960;1280;1228800;0,09;Whastapp
IMG-20200718-WA0067.jpg;104;JPG File;18/7/2020 18:44;18/7/2020;18/7/2020 18:44;2020;7;18;18;44;0;0;S7 Edge;960 x 1280;samsung;.jpg;96;96;960;1280;1228800;0,09;Whastapp
IMG-20200719-WA0007.jpg;92;JPG File;19/7/2020 12:44;19/7/2020;19/7/2020 12:44;2020;7;19;12;44;0;0;S7 Edge;1280 x 960;samsung;.jpg;96;96;1280;960;1228800;0,09;Whastapp
IMG-20200719-WA0021.jpg;87;JPG File;19/7/2020 16:05;19/7/2020;19/7/2020 16:05;2020;7;19;16;5;0;0;S7 Edge;960 x 1280;samsung;.jpg;96;96;960;1280;1228800;0,09;Whastapp
IMG-20200719-WA0022.jpg;99;JPG File;19/7/2020 16:05;19/7/2020;19/7/2020 16:05;2020;7;19;16;5;0;0;S7 Edge;960 x 1280;samsung;.jpg;96;96;960;1280;1228800;0,09;Whastapp
IMG-20200719-WA0023.jpg;84;JPG File;19/7/2020 16:59;19/7/2020;19/7/2020 16:59;2020;7;19;16;59;0;0;S7 Edge;960 x 1280;samsung;.jpg;96;96;960;1280;1228800;0,09;Whastapp
IMG-20200720-WA0088.jpg;108;JPG File;20/7/2020 22:06;20/7/2020;20/7/2020 22:06;2020;7;20;22;6;0;0;S7 Edge;960 x 1280;samsung;.jpg;96;96;960;1280;1228800;0,09;Whastapp
IMG-20200721-WA0039.jpg;85;JPG File;21/7/2020 18:01;21/7/2020;21/7/2020 18:01;2020;7;21;18;1;0;0;S7 Edge;960 x 1280;samsung;.jpg;96;96;960;1280;1228800;0,09;Whastapp
IMG-20200722-WA0055.jpg;108;JPG File;22/7/2020 20:57;22/7/2020;22/7/2020 20:57;2020;7;22;20;57;0;0;S7 Edge;960 x 1280;samsung;.jpg;96;96;960;1280;1228800;0,09;Whastapp
IMG-20200722-WA0079.jpg;145;JPG File;22/7/2020 23:25;22/7/2020;22/7/2020 23:25;2020;7;22;23;25;0;0;S7 Edge;960 x 1280;samsung;.jpg;96;96;960;1280;1228800;0,09;Whastapp
IMG-20200722-WA0080.jpg;146;JPG File;22/7/2020 23:25;22/7/2020;22/7/2020 23:25;2020;7;22;23;25;0;0;S7 Edge;960 x 1280;samsung;.jpg;96;96;960;1280;1228800;0,09;Whastapp
IMG-20200722-WA0081.jpg;152;JPG File;22/7/2020 23:26;22/7/2020;22/7/2020 23:26;2020;7;22;23;26;0;0;S7 Edge;960 x 1280;samsung;.jpg;96;96;960;1280;1228800;0,09;Whastapp
IMG-20200722-WA0082.jpg;154;JPG File;22/7/2020 23:26;22/7/2020;22/7/2020 23:26;2020;7;22;23;26;0;0;S7 Edge;960 x 1280;samsung;.jpg;96;96;960;1280;1228800;0,09;Whastapp
IMG-20200722-WA0083.jpg;150;JPG File;22/7/2020 23:26;22/7/2020;22/7/2020 23:26;2020;7;22;23;26;0;0;S7 Edge;960 x 1280;samsung;.jpg;96;96;960;1280;1228800;0,09;Whastapp
IMG-20200722-WA0084.jpg;131;JPG File;22/7/2020 23:26;22/7/2020;22/7/2020 23:26;2020;7;22;23;26;0;0;S7 Edge;960 x 1280;samsung;.jpg;96;96;960;1280;1228800;0,09;Whastapp
IMG-20200722-WA0085.jpg;133;JPG File;22/7/2020 23:26;22/7/2020;22/7/2020 23:26;2020;7;22;23;26;0;0;S7 Edge;960 x 1280;samsung;.jpg;96;96;960;1280;1228800;0,09;Whastapp
IMG-20200722-WA0086.jpg;149;JPG File;22/7/2020 23:26;22/7/2020;22/7/2020 23:26;2020;7;22;23;26;0;0;S7 Edge;960 x 1280;samsung;.jpg;96;96;960;1280;1228800;0,09;Whastapp
IMG-20200722-WA0087.jpg;141;JPG File;22/7/2020 23:26;22/7/2020;22/7/2020 23:26;2020;7;22;23;26;0;0;S7 Edge;960 x 1280;samsung;.jpg;96;96;960;1280;1228800;0,09;Whastapp
IMG-20200723-WA0069.jpg;139;JPG File;23/7/2020 17:53;23/7/2020;23/7/2020 17:53;2020;7;23;17;53;0;0;S7 Edge;960 x 1280;samsung;.jpg;96;96;960;1280;1228800;0,09;Whastapp
IMG-20200724-WA0076.jpg;105;JPG File;24/7/2020 18:28;24/7/2020;24/7/2020 18:28;2020;7;24;18;28;0;0;S7 Edge;1280 x 960;samsung;.jpg;96;96;1280;960;1228800;0,09;Whastapp
IMG-20200725-WA0032.jpg;97;JPG File;25/7/2020 15:36;25/7/2020;25/7/2020 15:36;2020;7;25;15;36;0;0;S7 Edge;960 x 1280;samsung;.jpg;96;96;960;1280;1228800;0,09;Whastapp
IMG-20200725-WA0092.jpg;79;JPG File;25/7/2020 23:20;25/7/2020;25/7/2020 23:20;2020;7;25;23;20;0;0;S7 Edge;960 x 1280;samsung;.jpg;96;96;960;1280;1228800;0,09;Whastapp
IMG-20200726-WA0022.jpg;129;JPG File;26/7/2020 11:50;26/7/2020;26/7/2020 11:50;2020;7;26;11;50;0;0;S7 Edge;960 x 1280;samsung;.jpg;96;96;960;1280;1228800;0,09;Whastapp
IMG-20200727-WA0054.jpg;69;JPG File;27/7/2020 20:12;27/7/2020;27/7/2020 20:12;2020;7;27;20;12;0;0;S7 Edge;1280 x 960;samsung;.jpg;96;96;1280;960;1228800;0,09;Whastapp
